Attack / Operation / Campaign,Year of attack,IoC Class,IoC Type,IoC Subtype,Indicator,Source of info
,2017,Host,Registry,Registry Key,HKLM\Software\Microsoft\Windows\Current Version\Internet Settings\5.0\User Agent\Post Platform,https://www.welivesecurity.com/wp-content/uploads/2017/08/eset-gazer.pdf
,2017,Host,Mutex,,{531511FA-190D-5D85-8A4A-279F2F592CC7},https://www.welivesecurity.com/wp-content/uploads/2017/08/eset-gazer.pdf
,2017,Host,File,File hash SHA256,2A61B4D0A7C5D7DC13F4F1DD5E0E3117036A86638DBAFAEC6AE96DA507FB7624,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,F6C9AE06DFC9C6898E62087CC7DBF1AC29CBD0A4BCDB12E58E0C467E11AD4F75,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,E7FD14CA45818044690CA67F201CC8CFB916CCC941A105927FC4C932C72B425D,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,F667680DF596631FBA58754C16C3041FAE12ED6BF25D6068E6981EE68A6C9D0A,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,26A1A42BC74E14887616F9D6048C17B1B4231466716A6426E7162426E1A08030,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,05254971FE3E1CA448844F8CFCFB2B0DE27E48ABD45EA2A3DF897074A419A3F4,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,FC9961E78890F044C5FC769F74D8440FCECF71E0F72B4D33CE470E920A4A24C3,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,68C6E9DEA81F082601AE5AFC41870CEA3F71B22BFC19BCFBC61D84786E481CB4,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,B295032919143F5B6B3C87AD22BCF8B55ECC9244AA9F6F88FC28F36F5AA2925E,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,244896995B6B83F11DF944CCDA41ED9F1F1D811EBF65D75FE4337FD692011886,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,5D0973324B5B9492DDF252B56A9DF13C8953577BDB7450ED165ABBE4BF6E72D8,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2017,Host,File,File hash SHA256,B362B235539B762734A1833C7E6C366C1B46474F05DC17B3A631B3BFF95A5EEC,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2016,Host,File,File hash SHA256,B79CDF929D4A340BDD5F29B3AECCD3C65E39540D4529B64E50EBEACD9CDEE5E9,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
,2015,Host,File,File hash SHA256,443CD03B37FCA8A5DF1BBAA6320649B441CA50D1C1FCC4F5A7B94B95040C73D1,https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf
Backdoor.Oldrea,2014,Host,Registry,Registry Key,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\”TmProvider”,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Backdoor.Oldrea,2014,Host,Registry,Registry Key,HKEY_LOCAL_MACHINE\ SOFTWARE\Microsoft\Windows\CurrentVersion\Run\”TmProvider”,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Backdoor.Oldrea,2014,Host,Registry,Registry Key,HKEY_LOCAL_MACHINE\ SOFTWARE\Microsoft\Internet Explorer\InternetRegistry\”fertger”,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Backdoor.Oldrea,2014,Host,Registry,Registry Key,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Internet Explorer\InternetRegistry,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Backdoor.Oldrea,2014,Host,File,File type,explorer.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Network,IP address,,91.203.6.71,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Network,IP address,,93.171.216.118,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Network,IP address,,93.188.161.235,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,SearchIndexer.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,ImeBroker.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,fsutil.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,PnPutil.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,BdeUISrv.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,WinSAT.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,pwNative.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,SnippingTool.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,DFDWizard.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,PrintBrmEngine.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,WbemMonitor.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,dxpserver.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,File type,PowerMng.exe,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Trojan.Karagany,2014,Host,File,Parent folder,C:\ProgramData\Mail\MailAg\gl,https://docs.broadcom.com/doc/dragonfly_threat_against_western_energy_suppliers
Kazuar backdoor,2020,Host,File,File hash SHA256,e888b93f4d5f28699b29271a95ccad55ca937977d42228637ad9a7c037d3a6a4,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,File hash SHA256,1f7b35e90b5ddf6bfd110181b1b70487011ab29ca5f942170af7e8393a1da763,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,File hash SHA256,1fca5f41211c800830c5f5c3e355d31a05e4c702401a61f11e25387e25eeb7fa,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,File hash SHA256,60000bc2598eff85a6a83d5302fc3ed2565005d8fd0d9f09d837123a1599ef8d,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,FILE_VERSION_INFO: Original filename,DebugView.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,FILE_VERSION_INFO: Original filename,Agent.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,FILE_VERSION_INFO: Original filename,RuntimeBroker.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Kazuar backdoor,2020,Host,File,FILE_VERSION_INFO: Original filename,WSUSTransfer.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Installer,2020,Host,File,File hash SHA256,493e5fae191950b901764868b065ddddffa4f4c9b497022ee2f998b4a94f0fc2,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Installer,2020,Host,File,FILE_VERSION_INFO: Original filename,DSCEBIN.EXE,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Orchestrator,2020,Host,File,File hash SHA256,f3aaa091fdbc8772fb7bd3a81665f4d33c3b62bf98caad6fee4424654ba26429,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Orchestrator,2020,Host,File,File extension,sacril.dll,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Orchestrator,2020,Host,File,File hash SHA256,2b969111dd1968d47b02d6390c92fb622cd03570b02ecf9215031ff03611a2b7,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Orchestrator,2020,Host,File,File extension,ablhelper.dll,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Orchestrator,2020,Host,File,File hash SHA256,7d5794ad91351c7c5d7fbad8e83e3b71a09baac65fb09ca75d8d18339d24a46f,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Orchestrator,2020,Host,File,File extension,frontapp.dll,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Carbon Configuration File,2020,Host,File,File hash SHA256,8ef22c8b5d6bc2445d3227650804b2e1435a5f986134a9aa7e07f3b948921b5b,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
HyperStack,2020,Host,File,File hash SHA256,6ca0b4efe077fe05b2ae871bf50133c706c7090a54d2c3536a6c86ff454caa9a,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
HyperStack,2020,Host,File,FILE_VERSION_INFO: Original filename,ADSchemeIntegrity.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
RPC backdoor,2020,Host,File,File hash SHA256,722fa0c893b39fef787b7bc277c979d29adc1525d77dd952f0cc61cd4d0597cc,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
RPC backdoor,2020,Host,File,FILE_VERSION_INFO: Original filename,101_iex_memory_code_exe.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
Reflective PowerShell loader,2020,Host,File,File hash SHA256,97187123b80b1618f0d8afc2a5f84e9a17ac8e53a6e4ce8b0aa39fe06cec1f36,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
HyperStack,2020,Host,File,File hash SHA256,20691ff3c9474cfd7bf6fa3f8720eb7326e6f87f64a1f190861589c1e7397fa5,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
HyperStack,2020,Host,File,File hash SHA256,e33580ae3df9d27d7cfb7b8f518a2704e55c92dd74cbbab8ef58ddfd36524cc8,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
HyperStack,2020,Host,File,FILE_VERSION_INFO: Original filename,hyperstack.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
HyperStack,2020,Host,File,FILE_VERSION_INFO: Original filename,ADSchemeIntegrity.exe,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,www.berlinguas.com/wp-content/languages/index.php,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,www.balletmaniacs.com/wp-includes/fonts/icons/,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,pastebin.com:443/raw/5qXBPmAZ,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,https://www.bombheros.com/wp-content/languages/index.php,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,https://www.simplifiedhomesales.com/wp-includes/images/index.php,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,http://mtsoft.hol.es/wp-content/gallery/,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
,2020,Network,URL,,http://www.polishpod101.com/forum/language/en/sign/,https://www.accenture.com/us-en/blogs/cyber-defense/turla-belugasturgeon-compromises-government-entity
WhiteBear Command and Control,2016,Network,IP address,,169.255.137.203,https://securelist.com/introducing-whitebear/81638/
WhiteBear Command and Control,2016,Network,IP address,,217.171.86.137,https://securelist.com/introducing-whitebear/81638/
WhiteBear Command and Control,2016,Network,IP address,,66.178.107.140,https://securelist.com/introducing-whitebear/81638/
,2016,Network,Domain,,mydreamhoroscope.com,https://securelist.com/introducing-whitebear/81638/
,2016,Network,Domain,,soligro.com,https://securelist.com/introducing-whitebear/81638/
RPC backdoor,2018,Host,Registry,Registry Key,HKLM\SYSTEM\CurrentControlSet\services\LanmanServer\Parameters\NullSessionPipes,https://www.welivesecurity.com/2019/05/29/turla-powershell-usage/
RPC Spoof Server,2018,Host,File,PDB path,C:\Users\Devel\source\repos\RPCSpoofer\x64\Release_Win2016_10\RPCSpoofServerInstall.pdb,https://www.welivesecurity.com/2019/05/29/turla-powershell-usage/
ComRAT,2017,Host,File,PDB path,C:\Projects\chinch_4_0\projects\chinch4\Build\x64\Release\x64_Release.pdb,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf
ComRAT,2017,Host,Registry,Registry Key,HKLM\SOFTWARE\Microsoft\SQMClient\Windows.WSqmCons,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf
ComRAT,2017,Host,File,Parent folder,C:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf
ComRAT,2017,Host,File,File extension,x64_Release.dll,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf
ComRAT,2017,Host,Registry,Registry Key,HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\CLSID\{59031A47-3F72-44A7-80C5-5595FE6B30EE}\Order,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf
backdoor,2014,Network,Domain,,www.arshinmalalan.com/themes/v6/templates/css/in.php,https://securelist.com/the-epic-turla-operation/65545/
,2014,Network,Domain,,www.losguayaberos.com,https://securelist.com/the-epic-turla-operation/65545/
,2014,Network,Domain,,thebesttothbrushes.com,https://securelist.com/the-epic-turla-operation/65545/
,2014,Network,Domain,,newsforum.servehttp.com/wordpress/wp-includes/css/img/upload.php,https://securelist.com/the-epic-turla-operation/65545/
,2015,Host,Mutex,,Global\EKANS,https://www.ccn-cert.cni.es/pdf/5045-ccn-cert-id-15-20-snake-locker-english-1/file.html
Network Connection Enumeration,2023,General,MITRE Technique,,T0840,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Data Obfuscation,2023,General,MITRE Technique,,T1001,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Protocol Impersonation,2023,General,MITRE Sub-technique,,T1001.003,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
OS Credential Dumping,2023,General,MITRE Technique,,T1003,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Rootkit,2023,General,MITRE Technique,,T1014,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Obfuscated Files or Information,2023,General,MITRE Technique,,T1027,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Software Packing,2023,General,MITRE Sub-technique,,T1027.002,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Masquerading,2023,General,MITRE Technique,,T1036,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Network Sniffing,2023,General,MITRE Technique,,T1040,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Network Service Discovery,2023,General,MITRE Technique,,T1046,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Dynamic-link Library Injection,2023,General,MITRE Sub-technique,,T1055.001,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Keylogging,2023,General,MITRE Sub-technique,,T1056.001,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
PowerShell,2023,General,MITRE Sub-technique,,T1059.001,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Application Layer Protocol,2023,General,MITRE Technique,,T1071,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Web Protocols,2023,General,MITRE Sub-technique,,T1071.001,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Mail Protocols,2023,General,MITRE Sub-technique,,T1071.003,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
DNS,2023,General,MITRE Sub-technique,,T1071.004,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Data Staged,2023,General,MITRE Technique,,T1074,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Valid Accounts,2023,General,MITRE Technique,,T1078,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
File and Directory Discovery,2023,General,MITRE Technique,,T1083,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Multi-hop Proxy,2023,General,MITRE Sub-technique,,T1090.003,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Non-Application Layer Protocol,2023,General,MITRE Technique,,T1095,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Multi-Stage Channels,2023,General,MITRE Technique,,T1104,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Native API,2023,General,MITRE Technique,,T1106,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Modify Registry,2023,General,MITRE Technique,,T1112,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Automated Collection,2023,General,MITRE Technique,,T1119,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Data Encoding,2023,General,MITRE Technique,,T1132,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Non-Standard Encoding,2023,General,MITRE Sub-technique,,T1132.002,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Network Share Discovery,2023,General,MITRE Technique,,T1135,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Deobfuscate/Decode Files or Information,2023,General,MITRE Technique,,T1140,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Exploit Public-Facing Application,2023,General,MITRE Technique,,T1190,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Domain Trust Discovery,2023,General,MITRE Technique,,T1482,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Installer Packages,2023,General,MITRE Sub-technique,,T1546.016,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Dynamic Linker Hijacking,2023,General,MITRE Sub-technique,,T1547.006,https://www.cisa.gov/sites/default/files/2023-05/aa23-129a_snake_malware_2.pdf
Crutch v4,2019,Host,File,PDB path,C:\Users\user\Documents\Visual Studio 2012\Projects\MemoryStarter\Release\Extractor.pdb,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,PDB path,C:\Users\user\Documents\Visual Studio 2012\Projects\MemoryStarter\x64\Release\Extractor.pdb,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,cmd line,,mkdir %temp%\Illbeback,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,File extension,outllib.dll,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,File extension,resources.dll,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,File type,outlook.dat,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,File type,finder.exe,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,File type,msget.exe,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,File type,ihlp.exe,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,Parent folder,C:\Intel\,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,File,Parent folder,C:\AMD\Temp\,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,Registry,Registry Value,C:\Intel\outllib.dll,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,Registry,Registry Value,C:\Intel\lang.nls,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
Crutch v4,2019,Host,Registry,Registry Value,C:\Intel\~intel_upd.exe,https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/
